ID,MSN,StateCode,Year,Amount,State,Emissions,NumInvest,AmountInvested
91,CLPRB,AZ,2015,146450,Arizona,94.97878443,65,1724853
96,ENPRP,AZ,2015,3683.568,Arizona,94.97878443,65,1724853
97,GETCB,AZ,2015,345,Arizona,94.97878443,65,1724853
98,HYTCB,AZ,2015,60906,Arizona,94.97878443,65,1724853
99,NCPRB,AZ,2015,113693,Arizona,94.97878443,65,1724853
100,NGMPB,AZ,2015,99,Arizona,94.97878443,65,1724853
103,NUETB,AZ,2015,340153,Arizona,94.97878443,65,1724853
104,PAPRB,AZ,2015,212,Arizona,94.97878443,65,1724853
106,REPRB,AZ,2015,128954,Arizona,94.97878443,65,1724853
107,SOTCB,AZ,2015,48229,Arizona,94.97878443,65,1724853
108,TEPRB,AZ,2015,615867,Arizona,94.97878443,65,1724853
109,TETCB,AZ,2015,1495858,Arizona,94.97878443,65,1724853
110,WDEXB,AZ,2015,0,Arizona,94.97878443,65,1724853
111,WDPRB,AZ,2015,8001,Arizona,94.97878443,65,1724853
112,WDTCB,AZ,2015,8001,Arizona,94.97878443,65,1724853
113,WSTCB,AZ,2015,658,Arizona,94.97878443,65,1724853
114,WWPRB,AZ,2015,8659,Arizona,94.97878443,65,1724853
115,WYTCB,AZ,2015,4213,Arizona,94.97878443,65,1724853
117,BDPRP,CA,2015,4078.62,California,351.408516,1023,30077512
120,CLPRB,CA,2015,0,California,351.408516,1023,30077512
125,ENPRP,CA,2015,14842.8,California,351.408516,1023,30077512
126,GETCB,CA,2015,112878,California,351.408516,1023,30077512
127,HYTCB,CA,2015,128681,California,351.408516,1023,30077512
128,NCPRB,CA,2015,567365,California,351.408516,1023,30077512
129,NGMPB,CA,2015,271086,California,351.408516,1023,30077512
132,NUETB,CA,2015,193529,California,351.408516,1023,30077512
133,PAPRB,CA,2015,1150741,California,351.408516,1023,30077512
135,REPRB,CA,2015,737527,California,351.408516,1023,30077512
136,SOTCB,CA,2015,211839,California,351.408516,1023,30077512
137,TEPRB,CA,2015,2352883,California,351.408516,1023,30077512
138,TETCB,CA,2015,7525491,California,351.408516,1023,30077512
139,WDEXB,CA,2015,0,California,351.408516,1023,30077512
140,WDPRB,CA,2015,98852,California,351.408516,1023,30077512
141,WDTCB,CA,2015,98852,California,351.408516,1023,30077512
142,WSTCB,CA,2015,40708,California,351.408516,1023,30077512
143,WWPRB,CA,2015,139561,California,351.408516,1023,30077512
144,WYTCB,CA,2015,113967,California,351.408516,1023,30077512
146,BDPRP,CO,2015,0,Colorado,91.30387161,206,1658730
149,CLPRB,CO,2015,403605,Colorado,91.30387161,206,1658730
154,ENPRP,CO,2015,11104.968,Colorado,91.30387161,206,1658730
155,GETCB,CO,2015,759,Colorado,91.30387161,206,1658730
156,HYTCB,CO,2015,15098,Colorado,91.30387161,206,1658730
157,NCPRB,CO,2015,91789,Colorado,91.30387161,206,1658730
158,NGMPB,CO,2015,1965188,Colorado,91.30387161,206,1658730
161,NUETB,CO,2015,0,Colorado,91.30387161,206,1658730
162,PAPRB,CO,2015,698737,Colorado,91.30387161,206,1658730
164,REPRB,CO,2015,126586,Colorado,91.30387161,206,1658730
165,SOTCB,CO,2015,6270,Colorado,91.30387161,206,1658730
166,TEPRB,CO,2015,3194117,Colorado,91.30387161,206,1658730
167,TETCB,CO,2015,1501006,Colorado,91.30387161,206,1658730
168,WDEXB,CO,2015,0,Colorado,91.30387161,206,1658730
169,WDPRB,CO,2015,13804,Colorado,91.30387161,206,1658730
170,WDTCB,CO,2015,13804,Colorado,91.30387161,206,1658730
171,WSTCB,CO,2015,1133,Colorado,91.30387161,206,1658730
172,WWPRB,CO,2015,14936,Colorado,91.30387161,206,1658730
173,WYTCB,CO,2015,69662,Colorado,91.30387161,206,1658730
175,BDPRP,CT,2015,720.72,Connecticut,36.32904924,33,1340702
178,CLPRB,CT,2015,0,Connecticut,36.32904924,33,1340702
183,ENPRP,CT,2015,0,Connecticut,36.32904924,33,1340702
184,GETCB,CT,2015,21,Connecticut,36.32904924,33,1340702
185,HYTCB,CT,2015,2819,Connecticut,36.32904924,33,1340702
186,NCPRB,CT,2015,5792,Connecticut,36.32904924,33,1340702
187,NGMPB,CT,2015,0,Connecticut,36.32904924,33,1340702
190,NUETB,CT,2015,182083,Connecticut,36.32904924,33,1340702
191,PAPRB,CT,2015,0,Connecticut,36.32904924,33,1340702
193,REPRB,CT,2015,33234,Connecticut,36.32904924,33,1340702
194,SOTCB,CT,2015,2952,Connecticut,36.32904924,33,1340702
195,TEPRB,CT,2015,215318,Connecticut,36.32904924,33,1340702
196,TETCB,CT,2015,756746,Connecticut,36.32904924,33,1340702
197,WDEXB,CT,2015,0,Connecticut,36.32904924,33,1340702
198,WDPRB,CT,2015,15661,Connecticut,36.32904924,33,1340702
199,WDTCB,CT,2015,15661,Connecticut,36.32904924,33,1340702
200,WSTCB,CT,2015,11067,Connecticut,36.32904924,33,1340702
201,WWPRB,CT,2015,26728,Connecticut,36.32904924,33,1340702
202,WYTCB,CT,2015,0,Connecticut,36.32904924,33,1340702
233,BDPRP,DE,2015,0,Delaware,13.9053954,68,1452666
236,CLPRB,DE,2015,0,Delaware,13.9053954,68,1452666
241,ENPRP,DE,2015,0,Delaware,13.9053954,68,1452666
242,GETCB,DE,2015,430,Delaware,13.9053954,68,1452666
243,HYTCB,DE,2015,0,Delaware,13.9053954,68,1452666
244,NCPRB,DE,2015,1708,Delaware,13.9053954,68,1452666
245,NGMPB,DE,2015,0,Delaware,13.9053954,68,1452666
248,NUETB,DE,2015,0,Delaware,13.9053954,68,1452666
249,PAPRB,DE,2015,0,Delaware,13.9053954,68,1452666
251,REPRB,DE,2015,3517,Delaware,13.9053954,68,1452666
252,SOTCB,DE,2015,1230,Delaware,13.9053954,68,1452666
253,TEPRB,DE,2015,3517,Delaware,13.9053954,68,1452666
254,TETCB,DE,2015,284672,Delaware,13.9053954,68,1452666
255,WDEXB,DE,2015,0,Delaware,13.9053954,68,1452666
256,WDPRB,DE,2015,1044,Delaware,13.9053954,68,1452666
257,WDTCB,DE,2015,1044,Delaware,13.9053954,68,1452666
258,WSTCB,DE,2015,765,Delaware,13.9053954,68,1452666
259,WWPRB,DE,2015,1809,Delaware,13.9053954,68,1452666
260,WYTCB,DE,2015,48,Delaware,13.9053954,68,1452666
262,BDPRP,FL,2015,649.74,Florida,237.3833592,45,3527420
265,CLPRB,FL,2015,0,Florida,237.3833592,45,3527420
270,ENPRP,FL,2015,0,Florida,237.3833592,45,3527420
271,GETCB,FL,2015,10056,Florida,237.3833592,45,3527420
272,HYTCB,FL,2015,2277,Florida,237.3833592,45,3527420
273,NCPRB,FL,2015,42466,Florida,237.3833592,45,3527420
274,NGMPB,FL,2015,1162,Florida,237.3833592,45,3527420
277,NUETB,FL,2015,294099,Florida,237.3833592,45,3527420
278,PAPRB,FL,2015,12623,Florida,237.3833592,45,3527420
280,REPRB,FL,2015,223761,Florida,237.3833592,45,3527420
281,SOTCB,FL,2015,30133,Florida,237.3833592,45,3527420
282,TEPRB,FL,2015,531646,Florida,237.3833592,45,3527420
283,TETCB,FL,2015,4324701,Florida,237.3833592,45,3527420
284,WDEXB,FL,2015,0,Florida,237.3833592,45,3527420
285,WDPRB,FL,2015,111608,Florida,237.3833592,45,3527420
286,WDTCB,FL,2015,111608,Florida,237.3833592,45,3527420
287,WSTCB,FL,2015,69043,Florida,237.3833592,45,3527420
288,WWPRB,FL,2015,180650,Florida,237.3833592,45,3527420
289,WYTCB,FL,2015,0,Florida,237.3833592,45,3527420
291,BDPRP,GA,2015,1250.34,Georgia,145.6756383,247,6155856
294,CLPRB,GA,2015,0,Georgia,145.6756383,247,6155856
299,ENPRP,GA,2015,7450.128,Georgia,145.6756383,247,6155856
300,GETCB,GA,2015,315,Georgia,145.6756383,247,6155856
301,HYTCB,GA,2015,27804,Georgia,145.6756383,247,6155856
302,NCPRB,GA,2015,30579,Georgia,145.6756383,247,6155856
303,NGMPB,GA,2015,0,Georgia,145.6756383,247,6155856
306,NUETB,GA,2015,353883,Georgia,145.6756383,247,6155856
307,PAPRB,GA,2015,0,Georgia,145.6756383,247,6155856
309,REPRB,GA,2015,269514,Georgia,145.6756383,247,6155856
310,SOTCB,GA,2015,2461,Georgia,145.6756383,247,6155856
311,TEPRB,GA,2015,623396,Georgia,145.6756383,247,6155856
312,TETCB,GA,2015,2978591,Georgia,145.6756383,247,6155856
313,WDEXB,GA,2015,0,Georgia,145.6756383,247,6155856
314,WDPRB,GA,2015,195948,Georgia,145.6756383,247,6155856
315,WDTCB,GA,2015,195948,Georgia,145.6756383,247,6155856
316,WSTCB,GA,2015,28423,Georgia,145.6756383,247,6155856
317,WWPRB,GA,2015,224371,Georgia,145.6756383,247,6155856
318,WYTCB,GA,2015,0,Georgia,145.6756383,247,6155856
320,BDPRP,HI,2015,382.2,Hawaii,19.7810368,16,1033143
323,CLPRB,HI,2015,0,Hawaii,19.7810368,16,1033143
328,ENPRP,HI,2015,0,Hawaii,19.7810368,16,1033143
329,GETCB,HI,2015,2154,Hawaii,19.7810368,16,1033143
330,HYTCB,HI,2015,1129,Hawaii,19.7810368,16,1033143
331,NCPRB,HI,2015,17353,Hawaii,19.7810368,16,1033143
332,NGMPB,HI,2015,0,Hawaii,19.7810368,16,1033143
335,NUETB,HI,2015,0,Hawaii,19.7810368,16,1033143
336,PAPRB,HI,2015,0,Hawaii,19.7810368,16,1033143
338,REPRB,HI,2015,24957,Hawaii,19.7810368,16,1033143
339,SOTCB,HI,2015,8360,Hawaii,19.7810368,16,1033143
340,TEPRB,HI,2015,24957,Hawaii,19.7810368,16,1033143
341,TETCB,HI,2015,298992,Hawaii,19.7810368,16,1033143
342,WDEXB,HI,2015,0,Hawaii,19.7810368,16,1033143
343,WDPRB,HI,2015,38,Hawaii,19.7810368,16,1033143
344,WDTCB,HI,2015,38,Hawaii,19.7810368,16,1033143
345,WSTCB,HI,2015,7182,Hawaii,19.7810368,16,1033143
346,WWPRB,HI,2015,7220,Hawaii,19.7810368,16,1033143
347,WYTCB,HI,2015,5710,Hawaii,19.7810368,16,1033143
349,BDPRP,IA,2015,31460.52,Iowa,77.41573961,198,5552396
352,CLPRB,IA,2015,0,Iowa,77.41573961,198,5552396
357,ENPRP,IA,2015,300233.136,Iowa,77.41573961,198,5552396
358,GETCB,IA,2015,1281,Iowa,77.41573961,198,5552396
359,HYTCB,IA,2015,8948,Iowa,77.41573961,198,5552396
360,NCPRB,IA,2015,177203,Iowa,77.41573961,198,5552396
361,NGMPB,IA,2015,0,Iowa,77.41573961,198,5552396
364,NUETB,IA,2015,54836,Iowa,77.41573961,198,5552396
365,PAPRB,IA,2015,0,Iowa,77.41573961,198,5552396
367,REPRB,IA,2015,766862,Iowa,77.41573961,198,5552396
368,SOTCB,IA,2015,419,Iowa,77.41573961,198,5552396
369,TEPRB,IA,2015,821698,Iowa,77.41573961,198,5552396
370,TETCB,IA,2015,1507520,Iowa,77.41573961,198,5552396
371,WDEXB,IA,2015,0,Iowa,77.41573961,198,5552396
372,WDPRB,IA,2015,6967,Iowa,77.41573961,198,5552396
373,WDTCB,IA,2015,6967,Iowa,77.41573961,198,5552396
374,WSTCB,IA,2015,14458,Iowa,77.41573961,198,5552396
375,WWPRB,IA,2015,21425,Iowa,77.41573961,198,5552396
376,WYTCB,IA,2015,166555,Iowa,77.41573961,198,5552396
378,BDPRP,ID,2015,0,Idaho,18.03591394,108,1895904
381,CLPRB,ID,2015,0,Idaho,18.03591394,108,1895904
386,ENPRP,ID,2015,4960.368,Idaho,18.03591394,108,1895904
387,GETCB,ID,2015,2207,Idaho,18.03591394,108,1895904
388,HYTCB,ID,2015,81603,Idaho,18.03591394,108,1895904
389,NCPRB,ID,2015,105046,Idaho,18.03591394,108,1895904
390,NGMPB,ID,2015,1192,Idaho,18.03591394,108,1895904
393,NUETB,ID,2015,0,Idaho,18.03591394,108,1895904
394,PAPRB,ID,2015,172,Idaho,18.03591394,108,1895904
396,REPRB,ID,2015,153503,Idaho,18.03591394,108,1895904
397,SOTCB,ID,2015,81,Idaho,18.03591394,108,1895904
398,TEPRB,ID,2015,154866,Idaho,18.03591394,108,1895904
399,TETCB,ID,2015,540252,Idaho,18.03591394,108,1895904
400,WDEXB,ID,2015,0,Idaho,18.03591394,108,1895904
401,WDPRB,ID,2015,32130,Idaho,18.03591394,108,1895904
402,WDTCB,ID,2015,32130,Idaho,18.03591394,108,1895904
403,WSTCB,ID,2015,7455,Idaho,18.03591394,108,1895904
404,WWPRB,ID,2015,39585,Idaho,18.03591394,108,1895904
405,WYTCB,ID,2015,21156,Idaho,18.03591394,108,1895904
407,BDPRP,IL,2015,19180.98,Illinois,219.157681,57,2533998
410,CLPRB,IL,2015,1252879,Illinois,219.157681,57,2533998
415,ENPRP,IL,2015,118301.904,Illinois,219.157681,57,2533998
416,GETCB,IL,2015,2042,Illinois,219.157681,57,2533998
417,HYTCB,IL,2015,1160,Illinois,219.157681,57,2533998
418,NCPRB,IL,2015,105293,Illinois,219.157681,57,2533998
419,NGMPB,IL,2015,2210,Illinois,219.157681,57,2533998
422,NUETB,IL,2015,1017377,Illinois,219.157681,57,2533998
423,PAPRB,IL,2015,54426,Illinois,219.157681,57,2533998
425,REPRB,IL,2015,355359,Illinois,219.157681,57,2533998
426,SOTCB,IL,2015,1938,Illinois,219.157681,57,2533998
427,TEPRB,IL,2015,2682250,Illinois,219.157681,57,2533998
428,TETCB,IL,2015,3920125,Illinois,219.157681,57,2533998
429,WDEXB,IL,2015,0,Illinois,219.157681,57,2533998
430,WDPRB,IL,2015,8185,Illinois,219.157681,57,2533998
431,WDTCB,IL,2015,8185,Illinois,219.157681,57,2533998
432,WSTCB,IL,2015,11225,Illinois,219.157681,57,2533998
433,WWPRB,IL,2015,19411,Illinois,219.157681,57,2533998
434,WYTCB,IL,2015,100154,Illinois,219.157681,57,2533998
436,BDPRP,IN,2015,11897.34,Indiana,187.2335142,68,2525723
439,CLPRB,IN,2015,776493,Indiana,187.2335142,68,2525723
444,ENPRP,IN,2015,80358.6,Indiana,187.2335142,68,2525723
445,GETCB,IN,2015,4647,Indiana,187.2335142,68,2525723
446,HYTCB,IN,2015,3553,Indiana,187.2335142,68,2525723
447,NCPRB,IN,2015,51990,Indiana,187.2335142,68,2525723
448,NGMPB,IN,2015,7446,Indiana,187.2335142,68,2525723
451,NUETB,IN,2015,0,Indiana,187.2335142,68,2525723
452,PAPRB,IN,2015,12686,Indiana,187.2335142,68,2525723
454,REPRB,IN,2015,242141,Indiana,187.2335142,68,2525723
455,SOTCB,IN,2015,1714,Indiana,187.2335142,68,2525723
456,TEPRB,IN,2015,1038766,Indiana,187.2335142,68,2525723
457,TETCB,IN,2015,2826490,Indiana,187.2335142,68,2525723
458,WDEXB,IN,2015,0,Indiana,187.2335142,68,2525723
459,WDPRB,IN,2015,18061,Indiana,187.2335142,68,2525723
460,WDTCB,IN,2015,18061,Indiana,187.2335142,68,2525723
461,WSTCB,IN,2015,16538,Indiana,187.2335142,68,2525723
462,WWPRB,IN,2015,34599,Indiana,187.2335142,68,2525723
463,WYTCB,IN,2015,42077,Indiana,187.2335142,68,2525723
465,BDPRP,KS,2015,289.38,Kansas,64.51256023,120,2548830
468,CLPRB,KS,2015,4387,Kansas,64.51256023,120,2548830
473,ENPRP,KS,2015,37014.432,Kansas,64.51256023,120,2548830
474,GETCB,KS,2015,974,Kansas,64.51256023,120,2548830
475,HYTCB,KS,2015,177,Kansas,64.51256023,120,2548830
476,NCPRB,KS,2015,103733,Kansas,64.51256023,120,2548830
477,NGMPB,KS,2015,318548,Kansas,64.51256023,120,2548830
480,NUETB,KS,2015,90254,Kansas,64.51256023,120,2548830
481,PAPRB,KS,2015,260015,Kansas,64.51256023,120,2548830
483,REPRB,KS,2015,177374,Kansas,64.51256023,120,2548830
484,SOTCB,KS,2015,87,Kansas,64.51256023,120,2548830
485,TEPRB,KS,2015,850580,Kansas,64.51256023,120,2548830
486,TETCB,KS,2015,1101677,Kansas,64.51256023,120,2548830
487,WDEXB,KS,2015,0,Kansas,64.51256023,120,2548830
488,WDPRB,KS,2015,4487,Kansas,64.51256023,120,2548830
489,WDTCB,KS,2015,4487,Kansas,64.51256023,120,2548830
490,WSTCB,KS,2015,2671,Kansas,64.51256023,120,2548830
491,WWPRB,KS,2015,7158,Kansas,64.51256023,120,2548830
492,WYTCB,KS,2015,102495,Kansas,64.51256023,120,2548830
494,BDPRP,KY,2015,4548.18,Kentucky,131.3429697,129,315635700
497,CLPRB,KY,2015,1486019,Kentucky,131.3429697,129,315635700
502,ENPRP,KY,2015,2081.184,Kentucky,131.3429697,129,315635700
503,GETCB,KY,2015,2712,Kentucky,131.3429697,129,315635700
504,HYTCB,KY,2015,31717,Kentucky,131.3429697,129,315635700
505,NCPRB,KY,2015,34627,Kentucky,131.3429697,129,315635700
506,NGMPB,KY,2015,108080,Kentucky,131.3429697,129,315635700
509,NUETB,KY,2015,0,Kentucky,131.3429697,129,315635700
510,PAPRB,KY,2015,16362,Kentucky,131.3429697,129,315635700
512,REPRB,KY,2015,75319,Kentucky,131.3429697,129,315635700
513,SOTCB,KY,2015,198,Kentucky,131.3429697,129,315635700
514,TEPRB,KY,2015,1685780,Kentucky,131.3429697,129,315635700
515,TETCB,KY,2015,1730308,Kentucky,131.3429697,129,315635700
516,WDEXB,KY,2015,0,Kentucky,131.3429697,129,315635700
517,WDPRB,KY,2015,30971,Kentucky,131.3429697,129,315635700
518,WDTCB,KY,2015,30971,Kentucky,131.3429697,129,315635700
519,WSTCB,KY,2015,1475,Kentucky,131.3429697,129,315635700
520,WWPRB,KY,2015,32445,Kentucky,131.3429697,129,315635700
521,WYTCB,KY,2015,0,Kentucky,131.3429697,129,315635700
523,BDPRP,LA,2015,0,Louisiana,185.5592561,61,2312261
526,CLPRB,LA,2015,46879,Louisiana,185.5592561,61,2312261
531,ENPRP,LA,2015,0,Louisiana,185.5592561,61,2312261
532,GETCB,LA,2015,1842,Louisiana,185.5592561,61,2312261
533,HYTCB,LA,2015,9310,Louisiana,185.5592561,61,2312261
534,NCPRB,LA,2015,12672,Louisiana,185.5592561,61,2312261
535,NGMPB,LA,2015,1916410,Louisiana,185.5592561,61,2312261
538,NUETB,LA,2015,160015,Louisiana,185.5592561,61,2312261
539,PAPRB,LA,2015,364396,Louisiana,185.5592561,61,2312261
541,REPRB,LA,2015,132249,Louisiana,185.5592561,61,2312261
542,SOTCB,LA,2015,1521,Louisiana,185.5592561,61,2312261
543,TEPRB,LA,2015,2619950,Louisiana,185.5592561,61,2312261
544,TETCB,LA,2015,3911919,Louisiana,185.5592561,61,2312261
545,WDEXB,LA,2015,0,Louisiana,185.5592561,61,2312261
546,WDPRB,LA,2015,106587,Louisiana,185.5592561,61,2312261
547,WDTCB,LA,2015,106587,Louisiana,185.5592561,61,2312261
548,WSTCB,LA,2015,12990,Louisiana,185.5592561,61,2312261
549,WWPRB,LA,2015,119577,Louisiana,185.5592561,61,2312261
550,WYTCB,LA,2015,0,Louisiana,185.5592561,61,2312261
552,BDPRP,MA,2015,38.22,Massachusetts,66.74652168,34,4240538
555,CLPRB,MA,2015,0,Massachusetts,66.74652168,34,4240538
560,ENPRP,MA,2015,0,Massachusetts,66.74652168,34,4240538
561,GETCB,MA,2015,859,Massachusetts,66.74652168,34,4240538
562,HYTCB,MA,2015,7709,Massachusetts,66.74652168,34,4240538
563,NCPRB,MA,2015,23103,Massachusetts,66.74652168,34,4240538
564,NGMPB,MA,2015,0,Massachusetts,66.74652168,34,4240538
567,NUETB,MA,2015,52236,Massachusetts,66.74652168,34,4240538
568,PAPRB,MA,2015,0,Massachusetts,66.74652168,34,4240538
570,REPRB,MA,2015,62787,Massachusetts,66.74652168,34,4240538
571,SOTCB,MA,2015,12535,Massachusetts,66.74652168,34,4240538
572,TEPRB,MA,2015,115022,Massachusetts,66.74652168,34,4240538
573,TETCB,MA,2015,1468270,Massachusetts,66.74652168,34,4240538
574,WDEXB,MA,2015,0,Massachusetts,66.74652168,34,4240538
575,WDPRB,MA,2015,20876,Massachusetts,66.74652168,34,4240538
576,WDTCB,MA,2015,20876,Massachusetts,66.74652168,34,4240538
577,WSTCB,MA,2015,18772,Massachusetts,66.74652168,34,4240538
578,WWPRB,MA,2015,39648,Massachusetts,66.74652168,34,4240538
579,WYTCB,MA,2015,2000,Massachusetts,66.74652168,34,4240538
581,BDPRP,MD,2015,0,Maryland,62.28032684,100,1890491
584,CLPRB,MD,2015,45587,Maryland,62.28032684,100,1890491
589,ENPRP,MD,2015,0,Maryland,62.28032684,100,1890491
590,GETCB,MD,2015,570,Maryland,62.28032684,100,1890491
591,HYTCB,MD,2015,15127,Maryland,62.28032684,100,1890491
592,NCPRB,MD,2015,24122,Maryland,62.28032684,100,1890491
593,NGMPB,MD,2015,40,Maryland,62.28032684,100,1890491
596,NUETB,MD,2015,153140,Maryland,62.28032684,100,1890491
597,PAPRB,MD,2015,0,Maryland,62.28032684,100,1890491
599,REPRB,MD,2015,47614,Maryland,62.28032684,100,1890491
600,SOTCB,MD,2015,4375,Maryland,62.28032684,100,1890491
601,TEPRB,MD,2015,246381,Maryland,62.28032684,100,1890491
602,TETCB,MD,2015,1424201,Maryland,62.28032684,100,1890491
603,WDEXB,MD,2015,0,Maryland,62.28032684,100,1890491
604,WDPRB,MD,2015,14425,Maryland,62.28032684,100,1890491
605,WDTCB,MD,2015,14425,Maryland,62.28032684,100,1890491
606,WSTCB,MD,2015,9067,Maryland,62.28032684,100,1890491
607,WWPRB,MD,2015,23492,Maryland,62.28032684,100,1890491
608,WYTCB,MD,2015,4050,Maryland,62.28032684,100,1890491
610,BDPRP,ME,2015,43.68,Maine,16.67908857,74,2818563
613,CLPRB,ME,2015,0,Maine,16.67908857,74,2818563
618,ENPRP,ME,2015,0,Maine,16.67908857,74,2818563
619,GETCB,ME,2015,72,Maine,16.67908857,74,2818563
620,HYTCB,ME,2015,31317,Maine,16.67908857,74,2818563
621,NCPRB,ME,2015,43787,Maine,16.67908857,74,2818563
622,NGMPB,ME,2015,0,Maine,16.67908857,74,2818563
625,NUETB,ME,2015,0,Maine,16.67908857,74,2818563
626,PAPRB,ME,2015,0,Maine,16.67908857,74,2818563
628,REPRB,ME,2015,161418,Maine,16.67908857,74,2818563
629,SOTCB,ME,2015,323,Maine,16.67908857,74,2818563
630,TEPRB,ME,2015,161418,Maine,16.67908857,74,2818563
631,TETCB,ME,2015,424754,Maine,16.67908857,74,2818563
632,WDEXB,ME,2015,0,Maine,16.67908857,74,2818563
633,WDPRB,ME,2015,113815,Maine,16.67908857,74,2818563
634,WDTCB,ME,2015,113815,Maine,16.67908857,74,2818563
635,WSTCB,ME,2015,3773,Maine,16.67908857,74,2818563
636,WWPRB,ME,2015,117588,Maine,16.67908857,74,2818563
637,WYTCB,ME,2015,12075,Maine,16.67908857,74,2818563
639,BDPRP,MI,2015,715.26,Michigan,164.4556231,76,3049845
642,CLPRB,MI,2015,0,Michigan,164.4556231,76,3049845
647,ENPRP,MI,2015,21427.896,Michigan,164.4556231,76,3049845
648,GETCB,MI,2015,5193,Michigan,164.4556231,76,3049845
649,HYTCB,MI,2015,13971,Michigan,164.4556231,76,3049845
650,NCPRB,MI,2015,64720,Michigan,164.4556231,76,3049845
651,NGMPB,MI,2015,114061,Michigan,164.4556231,76,3049845
654,NUETB,MI,2015,306773,Michigan,164.4556231,76,3049845
655,PAPRB,MI,2015,37504,Michigan,164.4556231,76,3049845
657,REPRB,MI,2015,223234,Michigan,164.4556231,76,3049845
658,SOTCB,MI,2015,853,Michigan,164.4556231,76,3049845
659,TEPRB,MI,2015,681571,Michigan,164.4556231,76,3049845
